id,budget_cheap,budget_reasonable,budget_expensive,priority_food,priority_drink,priority_atmosphere,priority_speed,can_alone,cannot_alone,shop_name,genre,reservation,reservation_availability,address,transportation,bussiness_hours,regular_holiday,budget_from_user,budget_from_user_night_min,budget_from_user_night_max,budget_from_user_lunch_min,budget_from_user_lunch_max,budget_from_shop,budget_from_shop_night_min,budget_from_shop_night_max,budget_from_shop_lunch_min,budget_from_shop_lunch_max,card,capacity,capacity_number,private_room,parking,facility,mobile_phone,scene,service,1st_poster,last_poster,reserved,smoking,drinking,cuisine,location,HP,official_account,opening_date,contact,remark,child_accompanied,charge,course,free_drink_course,related_store,link,tel,dress_code,id,latitude,longitude,genre_oaiso,URL,genre_oaiso_s
508,3,0,0,0,3,0,0,2,1,濱田,餃子、居酒屋,no data,,東京都品川区大井2-1-6,大井町下神明駅から438m,11:30〜14:0017:30～22:00(L.O.)ランチ営業,日・祝,[夜]～￥999[昼]～￥999,0,999,0,999,no data,,,,,no data,no data,,no data,no data,no data,no data,知人・友人と,no data,はらへり呑んべぇ（387）,heladiwaSP（0）...店舗情報（'17/04/1211:17）むうさま（1）...店舗情報（'16/10/2416:26）編集履歴を詳しく見る,no data,no data,no data,no data,no data,https://osietesite.com/shop/hamada,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,508,35.6063514,139.7299279,アジア・エスニック、中華料理,https://tabelog.com/tokyo/A1315/A131501/13117463/,餃子
513,0,3,0,1.4,2,0,0,3,0,らんまん,串揚げ・串かつ、寿司,no data,予約可,東京都品川区東大井5-3-11F・2F,ＪＲ京浜東北線・東急大井町線・りんかい線大井町駅東口から徒歩1分大井町駅から84m,17時～24時夜10時以降入店可,日曜日,"[夜]￥3,000～￥3,999",3000,3999,,,"[夜]￥3,000～￥3,999",3000,3999,,,不可,12席,12,無,無,オシャレな空間、落ち着いた空間、カウンター席あり,SoftBank、docomo、au,一人で入りやすい｜知人・友人と,no data,ひが（0）,no data,不可,全面喫煙可,日本酒あり、焼酎あり、ワインあり,魚料理にこだわる,隠れ家レストラン,no data,no data,2015年5月15日,no data,no data,no data,no data,3000円以下のコース,no data,no data,no data,no data,no data,513,35.6074681,139.7357053,Ｂ級和食,https://tabelog.com/tokyo/A1315/A131501/13182651/,串揚げ・串かつ
525,3,0,0,1,2.4,0.4,0,1,2,軍鶏チュー,居酒屋、焼鳥、串焼き,no data,予約可,東京都品川区大井1-25-3シティーハイツ大井町105このお店は「品川区南品川6-11-27」から移転しています。※移転前の情報は最新のものとは異なります。移転前の店舗情報を見る,JR大井町駅西口下車徒歩3分大井町駅から300m,【平日・日・祝・祝前】通常17:00～02:00(L.O.01:00)夜10時以降入店可、夜12時以降入店可、日曜営業,土曜日,"[夜]￥2,000～￥2,999",2000,2999,,,"[夜]￥2,000～￥2,999",2000,2999,,,可（VISA、MASTER、JCB、AMEX、Diners）,30席,30,無,有当店のご用意はございません。近くの有料駐車場をご利用下さい。,落ち着いた空間、カウンター席あり,docomo、au、SoftBank、Y!mobile,知人・友人と,no data,イワブチ（0）,no data,可（20人～50人可）,全面喫煙可,日本酒あり、焼酎あり、日本酒にこだわる、焼酎にこだわる,no data,no data,no data,no data,2012年4月9日,no data,カード可／個室あり／掘りごたつあり／駐車場あり／深夜営業あり／少人数でもOK,no data,no data,no data,no data,no data,no data,03-6327-9188,no data,525,35.6056627,139.7321806,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13139916/,居酒屋
529,0,0,3,3,0.4,0,0,2,1,すし処 有むら,寿司,no data,予約可,東京都品川区東大井5-5-14,東急大井町線大井町駅徒歩2・３分JR大井町駅　　徒歩2・3分大井町駅から243m,17:00～翌0:00夜10時以降入店可,日曜日,"[夜]￥8,000～￥9,999",8000,9999,,,no data,,,,,可（VISA、MASTER、JCB、Diners）,40席,40,no data,no data,カウンター席あり、掘りごたつあり,docomo,家族・子供と｜知人・友人と,2時間半以上の宴会可、子供可、テイクアウト,仮面ライダー壷（178）,カボティーヌ（488）...店舗情報（'12/09/2408:59）編集履歴を詳しく見る,可,no data,日本酒あり、焼酎あり,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,529,35.6079209,139.7372552,高級和食,https://tabelog.com/tokyo/A1315/A131501/13013980/,寿司
531,0,3,0,1,2.4,0,0,3,0,弦六,焼鳥,no data,,東京都品川区大井1-41-15月曜日,大井町駅から505m,17：00～翌1：00（L.O.24：30）,月曜日,"[夜]￥3,000～￥3,999",3000,3999,,,no data,,,,,no data,no data,,no data,no data,no data,no data,知人・友人と,no data,isohiyo（0）,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,531,35.6040878,139.7309307,Ｂ級和食,https://tabelog.com/tokyo/A1315/A131501/13093568/,焼鳥
532,3,0,0,1.4,2.4,0,0,3,0,味の磯平,居酒屋、焼鳥、創作料理,no data,予約可,東京都品川区大井1-1-16大井飲食街B1F,JR京浜東北線大井町駅徒歩3分東急大井町線大井町駅徒歩3分大井町駅から167m,[月～土]14:00～24:00夜10時以降入店可、日曜営業,不定休,"[夜]￥2,000～￥2,999[昼]￥2,000～￥2,999",2000,2999,2000,2999,"[夜]￥2,000～￥2,999",2000,2999,,,可（VISA、MASTER、JCB、AMEX、Diners）,35席（テーブル３２席　カウンター３席　テーブル配置換えで45名様まで座れます。）,35,有（10～20人可）,有近隣にパーキング有り,落ち着いた空間、席が広い、カウンター席あり、バリアフリー,docomo、au、SoftBank、Y!mobile,家族・子供と｜知人・友人と,2時間半以上の宴会可、お祝い・サプライズ可、子供可、テイクアウト,ツイストマン（1836）,no data,可（20人以下可）,全面喫煙可,日本酒あり、焼酎あり、ワインあり、カクテルあり、日本酒にこだわる,魚料理にこだわる,隠れ家レストラン,no data,no data,2012年7月9日,no data,no data,平日はサラリーマンの方で賑わっておりますが、土日祝は家族連れの方や地元の方が多く来店されております。アットホームな雰囲気で飲食をお楽しみ下さい。,全て低価格で頑張らさせて頂いております。お客様が好きな物を好きなだけ食べて頂きたい。このような考え方から、席料、お通しは一切御座いません。,no data,飲み放題、3000円以下の飲み放題コース、3000円～4000円の飲み放題コース、4000円～5000円の飲み放題コース、3時間以上の飲み放題コース,no data,ホットペッパーグルメ,03-5742-4322,no data,532,35.6078034,139.7326586,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13156499/,居酒屋
533,3,0,0,0,3,0.4,0,3,0,BAR ロカロ,バー,no data,予約可,東京都品川区東大井5-2-11,大井町駅から101m,［月〜土］17:00～翌2:00夜10時以降入店可、夜12時以降入店可,日曜日,"[夜]￥1,000～￥1,999",1000,1999,,,no data,,,,,可（VISA、MASTER、JCB）,20席,20,無,無,オシャレな空間、落ち着いた空間、カウンター席あり、スポーツ観戦可,no data,一人で入りやすい｜知人・友人と,お祝い・サプライズ可,まさみ♪（94）,Jyunsei（0）...店舗情報（'14/02/1119:06）編集履歴を詳しく見る,可,全面喫煙可,ワインあり、カクテルあり、カクテルにこだわる,no data,隠れ家レストラン,http://localo.tokyo,no data,2014年1月4日,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,533,35.6076459,139.7355942,バー・お酒,https://tabelog.com/tokyo/A1315/A131501/13163726/,バー
535,3,0,0,0,2.4,1,0,3,0,ショットバー ザ・ナイトフライ,バー,no data,,東京都品川区大井1-1-16オーイ地下飲食街,大井町駅から91m,[火～土]19:15～翌2:00[日・祝]19:15～24:00　日曜営業,月曜,"[夜]￥2,000～￥2,999",2000,2999,,,no data,,,,,no data,no data,,no data,no data,no data,no data,知人・友人と,no data,はらへり呑んべぇ（387）,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,535,35.6079167,139.7311217,バー・お酒,https://tabelog.com/tokyo/A1315/A131501/13136650/,バー
539,0,0,3,1,2,0,0,2,1,和彩料理やまなか,割烹・小料理,no data,予約可,東京都品川区大井1-24-5,大井町駅から254m,[月～金]11:30～14:00(L.O.13:45)17:00～23:30(L.O.22:30)[土曜日]17:00～23:00(L.O.22:00)ランチ営業,日曜日・祝日,"[夜]￥6,000～￥7,999[昼]～￥999",6000,7999,0,999,no data,,,,,可（JCB、AMEX、Diners）,18席,18,無,無,カウンター席あり,docomo,家族・子供と｜知人・友人と,子供可,kozue（102）,ツイストマン（1836）...店舗情報（'15/03/3100:08）編集履歴を詳しく見る,可,全面喫煙可,日本酒あり、焼酎あり、ワインあり,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,飲み放題,no data,no data,no data,no data,539,35.6058654,139.7326806,高級和食,https://tabelog.com/tokyo/A1315/A131501/13083224/,割烹・小料理
540,3,0,0,1,2,0,0.4,3,0,鳥文,焼鳥、居酒屋,no data,,東京都品川区東大井5-2-9,大井町駅から133m,,,"[夜]￥2,000～￥2,999",2000,2999,,,no data,,,,,no data,no data,,no data,no data,no data,no data,知人・友人と,no data,jaimee（9）,Sean☆（478）...店舗情報（'15/11/1118:10）編集履歴を詳しく見る,no data,no data,日本酒あり、焼酎あり、ワインあり,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,540,35.6075903,139.7360192,Ｂ級和食,https://tabelog.com/tokyo/A1315/A131501/13012570/,焼鳥
541,0,3,0,1,2.4,0,0,3,0,八幸,割烹・小料理、おでん,no data,予約可,東京都品川区東大井6-1-5,JR大井町駅より徒歩５分大井町駅から335m,17:00〜23:30(L.O.22:30)夜10時以降入店可、日曜営業,GW.お盆.年末年始はお休みを頂いています。,"[夜]￥4,000～￥4,999",4000,4999,,,no data,,,,,可（VISA、MASTER、JCB、AMEX、Diners）,30席（カウンター１０席　テーブル２０席）,30,無,無,no data,no data,知人・友人と,no data,ヒロみん（417）,no data,可,全面喫煙可,日本酒あり、焼酎あり、ワインあり,no data,no data,no data,no data,no data,no data,コース料理は要相談,no data,no data,no data,no data,no data,no data,no data,no data,541,35.6045879,139.734936,高級和食,https://tabelog.com/tokyo/A1315/A131501/13077153/,おでん
544,3,0,0,1,2,0,0.4,2,1,うずら亭,居酒屋,no data,,東京都品川区東大井5-2-8,大井町駅から238m,,,"[夜]￥1,000～￥1,999",1000,1999,,,no data,,,,,no data,no data,,no data,no data,no data,no data,知人・友人と,no data,飲みニスト0430（1880）,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,544,35.6076959,139.7361219,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13170627/,居酒屋
546,3,0,0,3,0,0,0,3,0,SAM,ステーキ,no data,予約可,東京都品川区大井1-38-3長谷ビル1F,大井町駅から徒歩8分大井町駅から470m,[月、水～土]17:30～24:00(L.O.23:30)[日・祝]17:00～23:00(L.O.22:30)夜10時以降入店可、日曜営業,火曜,"[夜]￥2,000～￥2,999",2000,2999,,,no data,,,,,不可,25席（カウンターを含む）,25,無,no data,カウンター席あり,docomo、au、SoftBank、Y!mobile,一人で入りやすい｜知人・友人と,no data,○○さん（11）,くまくま６０（1）...店舗情報（'17/05/2909:47）編集履歴を詳しく見る,no data,全面喫煙可,ワインあり,no data,no data,http://www.a-g-sam.com/,no data,2013年11月25日,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,546,35.6044332,139.7310546,洋食・西洋料理,https://tabelog.com/tokyo/A1317/A131712/13163555/,ステーキ
550,3,0,0,3,0,0,0.4,3,0,ハピネス,洋食、パスタ,no data,予約は夜のみ。ランチの予約は不可。,東京都品川区大井3-4-1,JR大井町駅から徒歩7分大井町駅から512m,9:00～11:30(L.O.11:00、モーニーングセットのみ)11:30～14:0018:00～23:00(L.O)朝食営業、ランチ営業,年末年始,"[夜]￥1,000～￥1,999[昼]～￥999",1000,1999,0,999,no data,,,,,不可,20席（カウンター6席、2人掛けテーブル×1、4人掛けテーブル×3）,20,無,無,カウンター席あり,docomo、au、SoftBank,一人で入りやすい｜知人・友人と,no data,funie（0）,kenji.sugimoto（1）...店舗情報（'17/07/1822:09）osiet476（0）...店舗情報（'17/05/1123:51）編集履歴を詳しく見る,no data,全面喫煙可,日本酒あり、焼酎あり、ワインあり,no data,no data,no data,no data,1971年,no data,・メニューの撮影はご遠慮下さいとの事。・パスタの大盛りは数量限定(普通盛りは数量終了後も注文可能な様です)。,no data,no data,no data,no data,no data,no data,no data,no data,550,35.6036185,139.731639,洋食・西洋料理,https://tabelog.com/tokyo/A1315/A131501/13060614/,洋食
555,0,3,0,0.4,3,0,0,2,1,居酒屋じゃんけんぽん,居酒屋、日本酒バー,no data,予約可,東京都品川区大井2-23-8,ＪＲ大井町駅中央改札を右側に出て駅ロータリーを反対側に渡り、先の五差路を左斜め光学通り沿いに真っ直ぐ450m進み、品川大井二郵便局の数件先の右手にあります。大井町駅から621m,[月～土]11:30～14:0017:30～23:00ランチ営業、夜10時以降入店可,日・祝日　　,"[夜]￥3,000～￥3,999[昼]～￥999",3000,3999,0,999,no data,,,,,可（JCB、AMEX、Diners）,30席（カウンター6席、テーブル4席×3、座敷10名ほど）,30,無,無,カウンター席あり、座敷あり,no data,一人で入りやすい｜知人・友人と,no data,pucca（58）,ぷーちゃんPRO（0）...店舗情報（'13/04/1723:08）tomoweb（8）...店舗情報（'12/12/0604:06）編集履歴を詳しく見る,可（20人以下可）,全面喫煙可ランチは禁煙,日本酒あり、焼酎あり、日本酒にこだわる、焼酎にこだわる,no data,no data,http://sokuza.com/s/jankenpon/,no data,no data,no data,【品川区大井1-24-10より移転】,no data,no data,no data,no data,no data,no data,no data,no data,555,35.6039073,139.7293947,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13096196/,居酒屋
559,3,0,0,2.4,0.4,0,1,2,1,大井三ッ又 吉田家,そば、うどん、懐石・会席料理,no data,,東京都品川区大井3-6-7,大井町駅から594m,ランチ営業,,"[夜]￥2,000～￥2,999[昼]￥1,000～￥1,999",2000,2999,1000,1999,no data,,,,,不可,60席,60,有（2人可、4人可）,no data,no data,docomo、au,知人・友人と,no data,ウルトラうさお（3）,no data,no data,分煙２階の座敷は未確認。昼は禁煙です。,no data,no data,no data,http://www.soba-yoshidaya.com,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,03-5718-5501,no data,559,35.6026436,139.7315391,Ｂ級和食,https://tabelog.com/tokyo/A1315/A131501/13015523/,そば
568,0,3,0,2,1.4,0.8,0,3,0,Gecky,イタリアン、パスタ,no data,,東京都品川区大井1-24-1,大井町駅から260m,18:00～翌2:30夜10時以降入店可,日曜日・祝日,"[夜]￥3,000～￥3,999",3000,3999,,,no data,,,,,no data,8席,8,no data,無,no data,au,知人・友人と,no data,まっぱぁ（959）,wtres（0）...店舗情報（'16/01/1720:52）編集履歴を詳しく見る,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,568,35.6059821,139.7323667,洋食・西洋料理,https://tabelog.com/tokyo/A1315/A131501/13143418/,パスタ
572,0,3,0,1,2.4,0,0,3,0,呑み処食べ処　真琴,居酒屋、和食（その他）,no data,予約可,東京都品川区東大井5-1-8,大井町駅　徒歩5分大井町駅から156m,夜10時以降入店可,,"[夜]￥4,000～￥4,999",4000,4999,,,no data,,,,,no data,no data,,無,無,落ち着いた空間、カウンター席あり、座敷あり,docomo、au、SoftBank,一人で入りやすい｜知人・友人と,no data,kon-kon（352）,no data,no data,no data,日本酒あり、焼酎あり,魚料理にこだわる,一軒家レストラン,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,572,35.6082486,139.7360358,Ｂ級和食,https://tabelog.com/tokyo/A1315/A131501/13135652/,和食（その他）
575,3,0,0,0,1,2,0.4,3,0,CAFE and BAR* sweet,カフェ、バー、スイーツ（その他）,no data,予約可,東京都品川区東大井5-18-1きゅりあん1F,JR京浜東北線大井町駅よりすぐ東急大井町線、りんかい線大井町駅より徒歩３分大井町駅から192m,[月～土]10:00～22:00(L.O21:30)[日・祝]10:00～19:00(L.O18:30)朝食営業、ランチ営業、日曜営業,第３水曜日,[夜]～￥999[昼]～￥999,0,999,0,999,"[夜]￥1,000～￥1,999[昼]～￥999",1000,1999,0,999,不可,28席（喫煙16席、禁煙12席(ソファー席あり)）,28,無,有きゅりあん(品川区立総合区民会館)館内,オシャレな空間、落ち着いた空間、ソファー席あり、スポーツ観戦可、バリアフリー,docomo、au、SoftBank、Y!mobile,家族・子供と｜知人・友人と,2時間半以上の宴会可、お祝い・サプライズ可、子供可、テイクアウト,ﾁｮﾛﾘ（0）,no data,可（20人以下可、20人～50人可）,分煙,日本酒あり、焼酎あり、ワインあり、カクテルあり,no data,no data,http://sweet-ooimachi.com,no data,no data,no data,no data,キッズジュース￥200、ベビーカーのまま入店可,no data,3000円以下のコース、3000円～4000円のコース,飲み放題、3000円以下の飲み放題コース、3000円～4000円の飲み放題コース,no data,no data,no data,no data,575,35.606357,139.736128,バー・お酒,https://tabelog.com/tokyo/A1315/A131501/13099704/,バー
577,3,0,0,1,2,0,0.4,3,0,うちのたま,焼鳥、居酒屋,no data,,東京都品川区東大井5-4-6,大井町駅から199m,,,"[夜]￥2,000～￥2,999",2000,2999,,,no data,,,,,no data,7席,7,無,no data,カウンター席あり、スポーツ観戦可,docomo、SoftBank,一人で入りやすい,no data,nbourbon（189）,nbourbon（189）...店舗情報（'15/09/2813:09）編集履歴を詳しく見る,no data,全面喫煙可,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,577,35.6076598,139.7367191,Ｂ級和食,https://tabelog.com/tokyo/A1315/A131501/13063758/,焼鳥
579,3,0,0,2,0,0,1,3,0,シエン,洋食、ハンバーグ、オムライス,no data,,東京都品川区大井1-20-29,大井町駅から402m,11:00～14:0017:00～22:30,日曜・祝日,[夜]～￥999[昼]～￥999,0,999,0,999,no data,,,,,no data,no data,,no data,no data,no data,no data,知人・友人と,no data,だららん（1）,だららん（1）...店舗情報（'09/08/2800:17）編集履歴を詳しく見る,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,579,35.607068,139.7301279,洋食・西洋料理,https://tabelog.com/tokyo/A1315/A131501/13048444/,洋食
581,0,3,0,1.4,2.4,0,0,1,2,唐屋利久,居酒屋、魚介料理・海鮮料理、焼鳥,no data,予約可,東京都品川区東大井5-4-10,ＪＲ大井町駅徒歩1分東急大井町線大井町駅徒歩1分大井町駅から164m,17:00～23:30夜10時以降入店可,日曜日,"[夜]￥5,000～￥5,999",5000,5999,,,"[夜]￥3,000～￥3,999",3000,3999,,,可（JCB、AMEX、VISA、MASTER、Diners）,117席,117,有（20～30人可、30人以上可）,無近隣注射所をご利用下さい。,落ち着いた空間、カウンター席あり、座敷あり、掘りごたつあり,SoftBank、docomo、au,家族・子供と｜知人・友人と,お祝い・サプライズ可、子供可,大井町万歳（0）,タベタリーノ（45）...店舗情報（'15/03/2315:18）Shiyuan（145）...店舗情報（'11/08/1009:23）編集履歴を詳しく見る,可（50人以上可）,全面喫煙可,日本酒あり、焼酎あり、ワインあり、カクテルあり、日本酒にこだわる、焼酎にこだわる,魚料理にこだわる,隠れ家レストラン、一軒家レストラン,http://www.karayarikyu.com,no data,no data,no data,no data,no data,no data,3000円以下のコース、3000円～4000円のコース,飲み放題、3000円～4000円の飲み放題コース、4000円～5000円の飲み放題コース,no data,no data,no data,no data,581,35.607357,139.7363553,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13028356/,居酒屋
589,0,0,3,1.4,2,0,0,1,2,毘沙門天 馬道の心つくし,居酒屋、馬肉料理、しゃぶしゃぶ,no data,予約可,東京都品川区大井1-21-41F,JR京浜東北線大井町駅徒歩3分東急大井町線大井町駅徒歩3分大井町駅から251m,【平日】ランチ11:30～14:00(L.O.13:30)【平日】ディナー17:00～23:00(L.O.22:30)【土】ディナー17:00～23:00(L.O.22:30)ランチ営業、夜10時以降入店可,日曜日　※但し、毎月２９日のみ日曜営業（ニクの日）１２時～２３時(L.O２２：３０),"[夜]￥6,000～￥7,999[昼]～￥999",6000,7999,0,999,"[夜]￥3,000～￥3,999[昼]～￥999",3000,3999,0,999,可,18席（1階；10席/2階；最大8名様まで）,18,無,無近くにコインパーキング有,落ち着いた空間、カウンター席あり、座敷あり,docomo、au、SoftBank、Y!mobile,家族・子供と｜知人・友人と,2時間半以上の宴会可、子供可,マナオ（3）,no data,可（20人以下可）,全面喫煙可,日本酒あり、焼酎あり、ワインあり、日本酒にこだわる、ワインにこだわる,健康・美容メニューあり,隠れ家レストラン、一軒家レストラン,http://www.bisyamonten.co.jp/,no data,no data,no data,no data,no data,no data,4000円～5000円のコース、5000円～8000円のコース,飲み放題,no data,no data,no data,no data,589,35.6069403,139.7315417,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13150402/,居酒屋
593,0,3,0,2.4,1,0.4,0,3,0,アンズキッチン,イタリアン、ワインバー、ビストロ,no data,予約可,東京都品川区大井1-20-22清水ビル1F,大井町駅中央口より徒歩5分大井町駅から401m,[月～木]11:30～14:0017:00～24:00[金]11:30～14:00　17:00～25:00[土]17:00～23:00ランチ営業、夜10時以降入店可,日曜日,"[夜]￥4,000～￥4,999[昼]～￥999",4000,4999,0,999,no data,,,,,no data,12席,12,no data,no data,カウンター席あり,no data,一人で入りやすい｜知人・友人と,no data,ジエ（1）,K.ハミルトン（2618）...店舗情報（'13/06/1721:25）ジエ（1）...店舗情報（'13/06/0212:54）編集履歴を詳しく見る,可（20人以下可）,全面喫煙可ランチのみ完全禁煙,焼酎あり、ワインあり,no data,隠れ家レストラン,http://www.ankichi225.com/,no data,2013年2月,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,593,35.6065646,139.7303063,洋食・西洋料理,https://tabelog.com/tokyo/A1315/A131501/13156388/,イタリアン
596,0,3,0,0,2,1,0,3,0,Speak Easy,バー,no data,,東京都品川区東大井5-6-14,大井町大井町駅から256m,19:00～翌3:00(L.O.2:30)[祝]19:00～24:00,日曜日,"[夜]￥4,000～￥4,999",4000,4999,,,no data,,,,,可（VISA、MASTER、JCB、AMEX、Diners）,no data,,無,無,カウンター席あり,docomo、au、SoftBank,一人で入りやすい｜知人・友人と,ソムリエがいる,味甘（みかん）（1352）,natsugou（379）...店舗情報（'10/07/2300:03）味甘（みかん）（1352）...店舗情報（'10/03/1218:30）編集履歴を詳しく見る,no data,全面喫煙可,ワインあり、カクテルあり、ワインにこだわる、カクテルにこだわる,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,596,35.6077709,139.7373357,バー・お酒,https://tabelog.com/tokyo/A1315/A131501/13060294/,バー
599,0,3,0,0.4,2.4,1.4,0,0,3,瓢箪,居酒屋、創作料理、炭火焼き,no data,予約可,東京都品川区東大井5-5-11サンライズビル　３Ｆ,大井町駅から198m,18：00～翌1：00（ラストオーダーは0：00）※金曜日は翌3：00まで（ラストオーダーは翌2：00）夜10時以降入店可,日曜・月曜・祝日,"[夜]￥3,000～￥3,999",3000,3999,,,"[夜]￥3,000～￥3,999",3000,3999,,,可（VISA、MASTER、JCB、AMEX、Diners）,30席,30,有（2人可、4人可）,無,オシャレな空間、落ち着いた空間、座敷あり、掘りごたつあり,docomo、au、SoftBank、Y!mobile,家族・子供と｜知人・友人と,2時間半以上の宴会可、お祝い・サプライズ可、子供可,うまうまうま（90）,no data,可（20人以下可、20人～50人可）,全面喫煙可,日本酒あり、焼酎あり、ワインあり、カクテルあり、日本酒にこだわる、焼酎にこだわる、ワインにこだわる、カクテルにこだわる,魚料理にこだわる,隠れ家レストラン,no data,no data,no data,no data,no data,no data,no data,3000円～4000円のコース、4000円～5000円のコース、5000円～8000円のコース,飲み放題、3000円以下の飲み放題コース、3000円～4000円の飲み放題コース、4000円～5000円の飲み放題コース,no data,no data,03-3450-3898,no data,599,35.6074734,139.7368612,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13022613/,居酒屋
603,0,0,3,3,0,0,0,0,3,栄養楼,焼肉,no data,,東京都品川区大井2-1-6,大井町駅から436m,17:30～23:30日曜営業,月曜・火曜,"[夜]￥6,000～￥7,999",6000,7999,,,no data,,,,,no data,no data,,no data,no data,no data,no data,知人・友人と,no data,ちゃぴおー（1）,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,【品川区大井1-18-8より移転】,no data,no data,no data,no data,no data,no data,no data,no data,603,35.6063514,139.7299279,焼肉・ホルモン・鍋,https://tabelog.com/tokyo/A1315/A131501/13017852/,焼肉
607,0,3,0,1,1.4,1.4,0,1,2,晴天の月 大井町,居酒屋、魚介料理・海鮮料理、日本酒バー,no data,予約可“食べログ会員限定”ネット予約で来店するともれなく全員にANAのマイルをプレゼント！,東京都品川区大井1-11-3YK-6ビル5F,京浜東北、東急大井町線、りんかい線　「大井町駅」徒歩３分大井町駅から188m,[月～木・日]17:00～翌1:00[金・土・祝前日]17:00～翌5:00夜10時以降入店可、日曜営業,無休,"[夜]￥5,000～￥5,999",5000,5999,,,"[夜]￥4,000～￥4,999",4000,4999,,,可（VISA、MASTER、JCB、AMEX、Diners）,100席,100,有（2人可、4人可、6人可、8人可、10～20人可、20～30人可、30人以上可）,無近隣にコインパーキングあり,オシャレな空間、落ち着いた空間、席が広い、ソファー席あり、座敷あり、掘りごたつあり,docomo、au、SoftBank、Y!mobile,家族・子供と｜知人・友人と,2時間半以上の宴会可、お祝い・サプライズ可、子供可,はらへり呑んべぇ（387）,no data,可,全面喫煙可,日本酒あり、焼酎あり、ワインあり、カクテルあり、日本酒にこだわる、焼酎にこだわる,野菜料理にこだわる、魚料理にこだわる,隠れ家レストラン,no data,no data,2010年11月29日,no data,no data,可,no data,3000円～4000円のコース、4000円～5000円のコース,飲み放題、3000円～4000円の飲み放題コース、4000円～5000円の飲み放題コース、3時間以上の飲み放題コース,no data,no data,03-6303-8088,no data,607,35.607538,139.732355,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13119643/,居酒屋
608,0,3,0,3,0.4,0,0,0,3,青葉,焼肉,no data,予約可,東京都品川区東大井5-7-10クレストワン２階,大井町駅から318m,[月～日・祝日]11:30～14:0017:30～23:00(LO22:15),なし,"[夜]￥3,000～￥3,999[昼]￥1,000～￥1,999",3000,3999,1000,1999,no data,,,,,可（VISA、MASTER、JCB、AMEX、Diners）,60席,60,有（4人可、6人可、8人可、10～20人可、20～30人可、30人以上可）,無,落ち着いた空間、座敷あり,docomo、au、SoftBank、Y!mobile,家族・子供と｜知人・友人と,2時間半以上の宴会可、お祝い・サプライズ可、子供可,hayap（1）,HMS（1）...店舗情報（'12/11/1522:09）編集履歴を詳しく見る,可（50人以上可）,no data,日本酒あり、焼酎あり、ワインあり、カクテルあり,no data,no data,http://www.yaki-niku.jp/,no data,2007年,no data,no data,no data,サービス・チャージ料なし,食べ放題、3000円以下のコース、3000円～4000円のコース、4000円～5000円のコース、5000円～8000円のコース,飲み放題、3000円～4000円の飲み放題コース、4000円～5000円の飲み放題コース、3時間以上の飲み放題コース,no data,no data,no data,no data,608,35.607227,139.738033,焼肉・ホルモン・鍋,https://tabelog.com/tokyo/A1315/A131501/13040818/,焼肉
